Date,Open,High,Low,Close,Adj Close,Volume
2009-06-19,932.000000,936.500000,932.000000,935.599976,935.599976,73
2009-06-22,925.000000,926.200012,919.000000,920.599976,920.599976,134
2009-06-23,921.900024,926.500000,917.299988,923.900024,923.900024,181
2009-06-24,925.400024,942.700012,922.900024,934.099976,934.099976,588
2009-06-25,932.299988,939.099976,932.299988,939.099976,939.099976,72
2009-06-26,945.299988,946.000000,939.599976,940.700012,940.700012,185
2009-06-29,940.200012,942.500000,934.799988,940.400024,940.400024,445
2009-06-30,941.400024,943.900024,925.299988,927.099976,927.099976,128
2009-07-01,929.299988,944.200012,928.000000,941.000000,941.000000,88
2009-07-02,941.400024,941.500000,926.599976,930.700012,930.700012,67
2009-07-06,933.500000,933.500000,920.200012,924.000000,924.000000,108
2009-07-07,924.200012,931.700012,921.200012,928.799988,928.799988,57
2009-07-08,919.599976,919.599976,905.599976,909.000000,909.000000,41
2009-07-09,907.200012,917.400024,907.200012,915.900024,915.900024,74
2009-07-10,910.700012,913.500000,908.500000,912.200012,912.200012,40
2009-07-13,911.500000,922.200012,908.400024,922.200012,922.200012,30
2009-07-14,920.200012,926.200012,920.200012,922.500000,922.500000,64
2009-07-15,928.900024,941.000000,928.299988,939.099976,939.099976,67
2009-07-16,938.400024,938.400024,934.799988,935.099976,935.099976,63
2009-07-17,936.900024,937.799988,931.799988,937.200012,937.200012,34
2009-07-20,954.099976,954.500000,950.900024,948.500000,948.500000,5
2009-07-21,948.599976,948.599976,945.799988,946.599976,946.599976,15
2009-07-22,949.200012,953.000000,946.400024,953.000000,953.000000,71
2009-07-23,954.200012,954.200012,949.799988,954.500000,954.500000,47
2009-07-24,950.299988,952.799988,950.299988,952.799988,952.799988,77
2009-07-27,955.099976,957.099976,953.299988,953.299988,953.299988,5
2009-07-28,949.500000,949.500000,937.500000,939.000000,939.000000,10
2009-07-29,927.200012,927.200012,927.200012,927.200012,927.200012,129090
2009-07-30,929.200012,937.000000,928.400024,934.900024,934.900024,36620
2009-07-31,934.400024,958.099976,932.000000,953.700012,953.700012,10747
2009-08-03,952.599976,964.000000,952.400024,956.599976,956.599976,2602
2009-08-04,956.599976,969.500000,950.799988,967.500000,967.500000,565
2009-08-05,967.599976,968.099976,959.799988,964.200012,964.200012,742
2009-08-06,964.099976,971.099976,956.500000,960.700012,960.700012,543
2009-08-07,964.299988,964.299988,954.599976,957.299988,957.299988,641
2009-08-10,955.000000,956.099976,943.500000,945.000000,945.000000,395
2009-08-11,947.200012,949.700012,943.099976,945.799988,945.799988,106
2009-08-12,947.500000,951.500000,943.000000,950.700012,950.700012,102
2009-08-13,952.599976,960.099976,952.299988,954.700012,954.700012,104
2009-08-14,957.400024,957.400024,942.099976,947.000000,947.000000,141
2009-08-17,947.400024,947.400024,931.500000,934.299988,934.299988,128
2009-08-18,938.599976,938.599976,935.500000,937.700012,937.700012,276
2009-08-19,941.799988,944.900024,933.400024,943.299988,943.299988,194
2009-08-20,942.900024,945.700012,940.099976,940.299988,940.299988,35
2009-08-21,957.000000,957.599976,952.599976,953.200012,953.200012,53
2009-08-24,953.500000,957.000000,941.299988,942.299988,942.299988,198
2009-08-25,946.299988,954.500000,943.500000,944.500000,944.500000,143
2009-08-26,947.500000,948.200012,940.299988,944.299988,944.299988,128
2009-08-27,944.200012,949.400024,942.900024,945.500000,945.500000,193
2009-08-28,949.299988,962.200012,948.099976,957.000000,957.000000,182
2009-08-31,959.500000,959.500000,944.799988,951.700012,951.700012,21
2009-09-01,954.200012,956.500000,948.700012,954.700012,954.700012,17
2009-09-02,954.000000,978.799988,954.000000,976.599976,976.599976,65
2009-09-03,978.099976,995.799988,978.099976,995.799988,995.799988,55
2009-09-04,992.599976,995.000000,985.500000,994.900024,994.900024,75
2009-09-08,993.500000,1006.900024,993.200012,997.900024,997.900024,90
2009-09-09,1002.000000,1002.799988,988.799988,995.299988,995.299988,84
2009-09-10,996.200012,997.200012,987.299988,995.400024,995.400024,51
2009-09-11,999.700012,1011.900024,999.700012,1004.900024,1004.900024,198
2009-09-14,1002.900024,1003.799988,998.500000,999.900024,999.900024,91
2009-09-15,998.000000,1008.000000,994.900024,1005.000000,1005.000000,118
2009-09-16,1014.700012,1019.799988,1014.700012,1018.900024,1018.900024,92
2009-09-17,1017.200012,1019.500000,1011.599976,1012.299988,1012.299988,48
2009-09-18,1013.900024,1017.599976,1009.200012,1009.200012,1009.200012,26
2009-09-21,1003.700012,1003.700012,998.000000,1003.700012,1003.700012,26
2009-09-22,1011.500000,1019.400024,1011.500000,1014.200012,1014.200012,67
2009-09-23,1014.400024,1015.200012,1008.200012,1013.000000,1013.000000,212
2009-09-24,1015.000000,1015.000000,993.900024,997.500000,997.500000,123
2009-09-25,997.299988,997.400024,986.700012,990.200012,990.200012,70
2009-09-28,993.200012,993.200012,991.400024,992.500000,992.500000,6999
2009-09-29,990.500000,995.700012,984.700012,993.099976,993.099976,5742
2009-09-30,992.500000,1009.000000,992.500000,1008.000000,1008.000000,1393
2009-10-01,1007.400024,1008.799988,998.000000,999.500000,999.500000,213
2009-10-02,998.799988,1007.299988,986.799988,1003.200012,1003.200012,247
2009-10-05,1004.099976,1017.599976,1003.000000,1016.700012,1016.700012,180
2009-10-06,1019.500000,1043.800049,1018.299988,1038.599976,1038.599976,180
2009-10-07,1038.300049,1048.199951,1038.300049,1043.300049,1043.300049,180
2009-10-08,1045.800049,1060.400024,1045.099976,1055.400024,1055.400024,160
2009-10-09,1049.300049,1051.500000,1044.000000,1047.800049,1047.800049,175
2009-10-12,1049.000000,1058.400024,1049.000000,1056.699951,1056.699951,209
2009-10-13,1064.000000,1068.400024,1056.500000,1064.199951,1064.199951,183
2009-10-14,1064.000000,1070.199951,1057.599976,1063.900024,1063.900024,140
2009-10-15,1062.199951,1062.199951,1048.000000,1049.800049,1049.800049,179
2009-10-16,1051.500000,1056.199951,1043.699951,1050.699951,1050.699951,76
2009-10-19,1053.599976,1061.199951,1049.199951,1057.300049,1057.300049,157
2009-10-20,1065.500000,1066.199951,1054.000000,1057.800049,1057.800049,231
2009-10-21,1053.699951,1064.000000,1047.500000,1063.699951,1063.699951,35
2009-10-22,1061.199951,1061.199951,1051.500000,1057.800049,1057.800049,173
2009-10-23,1063.800049,1065.900024,1050.199951,1055.599976,1055.599976,116
2009-10-26,1055.599976,1055.599976,1039.900024,1042.099976,1042.099976,76
2009-10-27,1039.500000,1042.099976,1034.699951,1034.699951,1034.699951,100
2009-10-28,1042.099976,1042.099976,1028.000000,1029.900024,1029.900024,307
2009-10-29,1035.199951,1047.300049,1032.400024,1046.400024,1046.400024,234
2009-10-30,1045.500000,1045.800049,1035.599976,1039.699951,1039.699951,148
2009-11-02,1053.400024,1061.800049,1043.500000,1053.400024,1053.400024,41
2009-11-03,1084.300049,1087.000000,1056.800049,1084.300049,1084.300049,196
2009-11-04,1086.699951,1097.400024,1082.199951,1086.699951,1086.699951,114
2009-11-05,1088.699951,1092.300049,1086.000000,1088.699951,1088.699951,63
2009-11-06,1095.099976,1100.000000,1090.199951,1095.099976,1095.099976,102
2009-11-09,1098.599976,1109.300049,1098.599976,1100.800049,1100.800049,102
2009-11-10,1100.900024,1108.599976,1098.199951,1101.900024,1101.900024,92
2009-11-11,1114.000000,1117.599976,1106.300049,1114.000000,1114.000000,104
2009-11-12,1106.000000,1121.300049,1104.300049,1106.000000,1106.000000,68
2009-11-13,1116.099976,1118.199951,1105.000000,1116.099976,1116.099976,56
2009-11-16,1138.599976,1140.500000,1127.199951,1138.599976,1138.599976,64
2009-11-17,1138.800049,1140.400024,1131.300049,1138.800049,1138.800049,67
2009-11-18,1140.699951,1149.400024,1136.500000,1140.699951,1140.699951,77
2009-11-19,1141.400024,1144.800049,1135.500000,1141.400024,1141.400024,20
2009-11-20,1146.400024,1147.900024,1137.300049,1146.400024,1146.400024,18
2009-11-23,1164.300049,1163.000000,1164.300049,1164.300049,1164.300049,3
2009-11-24,1165.500000,1169.800049,1167.500000,1165.500000,1165.500000,26
2009-11-25,1186.900024,1186.900024,1186.900024,1186.900024,1186.900024,205513
2009-11-27,null,null,null,null,null,null
2009-11-30,1179.900024,1183.699951,1163.699951,1181.099976,1181.099976,14549
2009-12-01,1181.000000,1202.699951,1176.000000,1199.099976,1199.099976,3787
2009-12-02,1196.400024,1217.300049,1196.300049,1212.000000,1212.000000,2145
2009-12-03,1218.000000,1226.400024,1204.599976,1217.400024,1217.400024,1530
2009-12-04,1207.800049,1211.199951,1147.000000,1168.800049,1168.800049,4288
2009-12-07,1157.599976,1165.500000,1136.300049,1163.400024,1163.400024,3669
2009-12-08,1159.500000,1169.300049,1125.300049,1142.800049,1142.800049,784
2009-12-09,1130.300049,1147.000000,1116.500000,1120.400024,1120.400024,2256
2009-12-10,1125.699951,1134.800049,1122.199951,1125.699951,1125.699951,344
2009-12-11,1132.699951,1141.400024,1110.800049,1119.400024,1119.400024,912
2009-12-14,1123.300049,1127.500000,1114.500000,1123.300049,1123.300049,230
2009-12-15,1127.900024,1128.599976,1111.900024,1122.400024,1122.400024,242
2009-12-16,1125.699951,1140.000000,1122.400024,1135.500000,1135.500000,205
2009-12-17,1141.500000,1141.500000,1095.699951,1106.800049,1106.800049,422
2009-12-18,1110.800049,1115.199951,1097.800049,1110.800049,1110.800049,404
2009-12-21,1095.400024,1119.199951,1090.800049,1095.400024,1095.400024,248
2009-12-22,1095.300049,1097.400024,1075.000000,1086.000000,1086.000000,480
2009-12-23,1093.300049,1094.599976,1080.000000,1093.300049,1093.300049,168
2009-12-24,null,null,null,null,null,null
2009-12-28,1107.199951,1111.900024,1102.800049,1107.199951,1107.199951,350
2009-12-29,1097.000000,1105.199951,1097.000000,1097.000000,1097.000000,1038
2009-12-30,1091.500000,1097.099976,1086.000000,1091.500000,1091.500000,399
2009-12-31,1095.199951,1106.099976,1094.000000,1095.199951,1095.199951,149
2010-01-04,1117.699951,1122.300049,1097.099976,1117.699951,1117.699951,184
2010-01-05,1118.099976,1126.500000,1115.000000,1118.099976,1118.099976,53
2010-01-06,1135.900024,1139.199951,1120.699951,1135.900024,1135.900024,363
2010-01-07,1133.099976,1133.099976,1129.199951,1133.099976,1133.099976,56
2010-01-08,1138.199951,1138.199951,1122.699951,1138.199951,1138.199951,54
2010-01-11,1150.699951,1161.199951,1143.000000,1150.699951,1150.699951,177
2010-01-12,1128.900024,1157.199951,1127.199951,1128.900024,1128.900024,51
2010-01-13,1136.400024,1136.400024,1121.000000,1136.400024,1136.400024,58
2010-01-14,1137.000000,1145.900024,1132.800049,1142.599976,1142.599976,81
2010-01-15,1132.800049,1133.400024,1127.199951,1130.099976,1130.099976,50
2010-01-19,1139.699951,1139.699951,1130.500000,1139.699951,1139.699951,22
2010-01-20,1123.300049,1133.000000,1109.800049,1112.300049,1112.300049,28
2010-01-21,1102.699951,1107.500000,1090.199951,1102.699951,1102.699951,99
2010-01-22,1089.199951,1095.400024,1083.000000,1089.199951,1089.199951,58
2010-01-25,1095.199951,1095.199951,1095.199951,1095.199951,1095.199951,8
2010-01-26,1097.900024,1097.900024,1097.900024,1097.900024,1097.900024,4
2010-01-27,1084.400024,1084.400024,1084.400024,1084.400024,1084.400024,206694
2010-01-28,1087.800049,1095.699951,1073.199951,1083.599976,1083.599976,101168
2010-01-29,1085.000000,1090.800049,1074.500000,1083.000000,1083.000000,11456
2010-02-01,1081.000000,1107.300049,1076.800049,1104.300049,1104.300049,2452
2010-02-02,1117.400024,1118.500000,1100.199951,1117.400024,1117.400024,3326
2010-02-03,1115.800049,1124.900024,1108.599976,1111.400024,1111.400024,853
2010-02-04,1110.000000,1110.699951,1059.000000,1062.400024,1062.400024,1426
2010-02-05,1052.199951,1068.500000,1045.199951,1052.199951,1052.199951,1956
2010-02-08,1065.699951,1073.400024,1061.599976,1065.699951,1065.699951,549
2010-02-09,1076.699951,1082.000000,1063.099976,1076.699951,1076.699951,387
2010-02-10,1075.800049,1081.099976,1063.300049,1075.800049,1075.800049,640
2010-02-11,1076.800049,1097.099976,1075.599976,1094.199951,1094.199951,1491
2010-02-12,1089.500000,1092.000000,1079.800049,1089.500000,1089.500000,197
2010-02-16,1119.300049,1120.400024,1092.400024,1119.300049,1119.300049,928
2010-02-17,1119.500000,1127.000000,1108.500000,1119.500000,1119.500000,1083
2010-02-18,1118.000000,1123.699951,1100.800049,1118.000000,1118.000000,989
2010-02-19,1121.300049,1126.199951,1099.699951,1121.300049,1121.300049,137
2010-02-22,1112.599976,1127.400024,1110.000000,1112.599976,1112.599976,124
2010-02-23,1116.400024,1118.300049,1102.599976,1102.699951,1102.699951,152
2010-02-24,1096.500000,1096.500000,1096.500000,1096.500000,1096.500000,751
2010-02-25,1107.800049,1108.199951,1088.699951,1107.800049,1107.800049,386
2010-02-26,1106.800049,1118.300049,1106.800049,1118.300049,1118.300049,382
2010-03-01,1119.300049,1121.900024,1113.599976,1117.800049,1117.800049,184
2010-03-02,1136.900024,1137.400024,1115.699951,1136.900024,1136.900024,155
2010-03-03,1142.699951,1145.000000,1133.699951,1142.699951,1142.699951,170
2010-03-04,1132.599976,1139.000000,1128.599976,1132.599976,1132.599976,118
2010-03-05,1134.800049,1134.800049,1134.800049,1134.800049,1134.800049,129
2010-03-08,1123.599976,1123.599976,1123.599976,1123.599976,1123.599976,17
2010-03-09,1122.000000,1124.000000,1113.099976,1122.000000,1122.000000,27
2010-03-10,1107.800049,1127.099976,1106.900024,1107.800049,1107.800049,21
2010-03-11,1108.000000,1108.000000,1108.000000,1108.000000,1108.000000,46
2010-03-12,1101.500000,1117.400024,1099.900024,1101.500000,1101.500000,135
2010-03-15,1105.099976,1107.099976,1101.400024,1105.099976,1105.099976,21
2010-03-16,1122.199951,1127.000000,1114.500000,1122.199951,1122.199951,66
2010-03-17,1124.000000,1131.400024,1118.000000,1124.000000,1124.000000,29
2010-03-18,1127.400024,1127.800049,1121.099976,1127.400024,1127.400024,86
2010-03-19,1107.400024,1107.400024,1107.400024,1107.400024,1107.400024,54
2010-03-22,1099.300049,1099.300049,1099.300049,1099.300049,1099.300049,71
2010-03-23,1103.500000,1103.500000,1103.500000,1103.500000,1103.500000,16
2010-03-24,1088.599976,1092.400024,1085.500000,1088.599976,1088.599976,9
2010-03-25,1092.699951,1092.699951,1086.699951,1092.699951,1092.699951,8
2010-03-26,1104.199951,1104.199951,1104.199951,1104.199951,1104.199951,5
2010-03-29,1110.300049,1110.300049,1110.300049,1110.300049,1110.300049,158733
2010-03-30,1109.699951,1112.900024,1101.099976,1104.500000,1104.500000,56533
2010-03-31,1103.099976,1118.699951,1102.000000,1113.300049,1113.300049,5950
2010-04-01,1125.099976,1127.699951,1111.300049,1125.099976,1125.099976,2696
2010-04-05,1122.300049,1133.300049,1119.900024,1132.900024,1132.900024,567
2010-04-06,1130.800049,1138.500000,1122.699951,1135.099976,1135.099976,2490
2010-04-07,1152.300049,1153.000000,1132.599976,1152.300049,1152.300049,1342
2010-04-08,1152.199951,1152.300049,1144.000000,1152.199951,1152.199951,254
2010-04-09,1161.099976,1164.800049,1150.500000,1161.099976,1161.099976,505
2010-04-12,1161.599976,1169.000000,1154.599976,1161.599976,1161.599976,483
2010-04-13,1152.800049,1157.000000,1145.000000,1152.800049,1152.800049,278
2010-04-14,1159.000000,1160.599976,1151.199951,1159.000000,1159.000000,162
2010-04-15,1157.500000,1159.800049,1151.000000,1159.699951,1159.699951,179
2010-04-16,1136.300049,1160.000000,1130.400024,1136.300049,1136.300049,483
2010-04-19,1135.199951,1137.099976,1124.000000,1135.199951,1135.199951,145
2010-04-20,1138.599976,1145.800049,1136.000000,1138.599976,1138.599976,80
2010-04-21,1148.199951,1150.000000,1138.400024,1148.199951,1148.199951,68
2010-04-22,1142.300049,1144.000000,1133.599976,1142.300049,1142.300049,213
2010-04-23,1153.099976,1153.099976,1153.099976,1153.099976,1153.099976,40
2010-04-26,1160.099976,1160.099976,1151.400024,1153.500000,1153.500000,108
2010-04-27,1152.800049,1170.699951,1148.599976,1161.699951,1161.699951,213
2010-04-28,1171.300049,1171.300049,1171.300049,1171.300049,1171.300049,299
2010-04-29,1168.400024,1171.199951,1164.000000,1168.400024,1168.400024,166
2010-04-30,1180.099976,1181.300049,1170.000000,1180.099976,1180.099976,146
2010-05-03,1178.599976,1187.500000,1177.300049,1182.699951,1182.699951,90
2010-05-04,1168.599976,1191.800049,1168.300049,1168.599976,1168.599976,94
2010-05-05,1174.599976,1177.199951,1159.199951,1174.599976,1174.599976,98
2010-05-06,1196.900024,1210.599976,1175.900024,1196.900024,1196.900024,79
2010-05-07,1210.000000,1210.800049,1194.599976,1210.000000,1210.000000,112
2010-05-10,1200.400024,1203.800049,1189.199951,1200.400024,1200.400024,118
2010-05-11,1219.900024,1233.500000,1201.500000,1219.900024,1219.900024,201
2010-05-12,1242.699951,1246.500000,1227.099976,1242.699951,1242.699951,213
2010-05-13,1235.300049,1240.000000,1228.699951,1228.800049,1228.800049,37
2010-05-14,1227.400024,1227.400024,1227.400024,1227.400024,1227.400024,99
2010-05-17,1233.300049,1235.900024,1225.199951,1227.699951,1227.699951,49
2010-05-18,1214.300049,1216.099976,1208.199951,1214.300049,1214.300049,73
2010-05-19,1192.599976,1192.599976,1192.599976,1192.599976,1192.599976,75
2010-05-20,1187.800049,1191.800049,1179.400024,1187.800049,1187.800049,297
2010-05-21,1175.699951,1175.699951,1175.699951,1175.699951,1175.699951,177
2010-05-24,1193.800049,1193.800049,1193.800049,1193.800049,1193.800049,14
2010-05-25,1197.800049,1200.000000,1195.599976,1197.800049,1197.800049,9
2010-05-26,1213.300049,1213.300049,1213.300049,1213.300049,1213.300049,237497
2010-05-27,1211.699951,1218.500000,1205.400024,1211.900024,1211.900024,109434
2010-05-28,1210.400024,1214.800049,1201.099976,1212.199951,1212.199951,12895
2010-06-01,1224.800049,1228.199951,1209.300049,1224.800049,1224.800049,4547
2010-06-02,1220.599976,1225.800049,1213.199951,1220.599976,1220.599976,2799
2010-06-03,1208.300049,1224.000000,1201.000000,1208.300049,1208.300049,1552
2010-06-04,1207.599976,1220.400024,1196.900024,1216.199951,1216.199951,1070
2010-06-07,1239.300049,1244.699951,1211.000000,1239.300049,1239.300049,859
2010-06-08,1241.500000,1252.099976,1234.099976,1244.000000,1244.000000,763
2010-06-09,1237.000000,1238.199951,1222.000000,1228.500000,1228.500000,446
2010-06-10,1232.800049,1233.500000,1215.099976,1220.800049,1220.800049,488
2010-06-11,1228.900024,1229.599976,1218.000000,1228.900024,1228.900024,481
2010-06-14,1223.199951,1232.699951,1217.699951,1223.300049,1223.300049,989
2010-06-15,1222.599976,1236.000000,1222.400024,1233.199951,1233.199951,251
2010-06-16,1229.300049,1229.300049,1229.300049,1229.300049,1229.300049,318
2010-06-17,1233.900024,1251.099976,1233.900024,1247.500000,1247.500000,266
2010-06-18,1247.699951,1261.500000,1242.900024,1257.199951,1257.199951,130
2010-06-21,1257.400024,1264.800049,1232.000000,1239.699951,1239.699951,219
2010-06-22,1239.900024,1242.800049,1232.099976,1239.900024,1239.900024,172
2010-06-23,1233.900024,1245.099976,1226.900024,1234.099976,1234.099976,100
2010-06-24,1236.400024,1248.099976,1230.699951,1245.500000,1245.500000,253
2010-06-25,1246.699951,1256.900024,1243.699951,1255.800049,1255.800049,159
2010-06-28,1238.199951,1238.199951,1238.199951,1238.199951,1238.199951,351
2010-06-29,1242.000000,1245.000000,1228.500000,1242.000000,1242.000000,417
2010-06-30,1245.500000,1246.199951,1236.699951,1245.500000,1245.500000,73
2010-07-01,1206.300049,1242.400024,1204.500000,1206.300049,1206.300049,50
2010-07-02,1201.400024,1211.599976,1200.800049,1207.400024,1207.400024,169
2010-07-06,1207.300049,1211.800049,1190.500000,1194.800049,1194.800049,52
2010-07-07,1198.599976,1198.599976,1198.599976,1198.599976,1198.599976,18
2010-07-08,1195.800049,1203.300049,1189.300049,1195.800049,1195.800049,93
